Dataset,Tamaño Ventana,Tiempo Medio,Fitnes Medio,Tipo de Cruce,Tipo de Mutacion,Tipo de Reemplazo
Synthetic_3,10,1.6277920325597128,0.4452814869564946,2.0,2.0,2.0
Synthetic_3,10,1.5056211709976197,0.5282647052185363,2.0,2.0,3.0
Synthetic_3,10,1.661571248372396,0.6155422406670017,2.0,3.0,1.0
Synthetic_3,10,1.6271119912465413,0.4452814869564946,2.0,3.0,2.0
Synthetic_3,10,1.50630677541097,0.5282647052185363,2.0,3.0,3.0
Synthetic_4,10,1.4301528374354044,0.38181757314100256,1.0,1.0,1.0
Synthetic_4,10,1.4010835886001587,0.29466436030036597,1.0,1.0,2.0
Synthetic_4,10,1.4447444279988606,0.3020376462585765,1.0,1.0,3.0
Synthetic_4,10,1.5544656356175741,0.18985036464071423,1.0,2.0,1.0
Synthetic_4,10,1.5386158227920532,0.16850542041400793,1.0,2.0,2.0
Synthetic_4,10,1.4153692801793416,0.17391334902639455,1.0,2.0,3.0
Synthetic_4,10,1.5564668337504068,0.18985036464071423,1.0,3.0,1.0
Synthetic_4,10,1.539278546969096,0.16631152800063653,1.0,3.0,2.0
Synthetic_4,10,1.4164843479792277,0.17408595244046057,1.0,3.0,3.0
Synthetic_4,10,1.6160243272781372,0.3524692164717622,2.0,1.0,1.0
Synthetic_4,10,1.592238728205363,0.2460056160387679,2.0,1.0,2.0
Synthetic_4,10,1.5716314395268758,0.3188800149902859,2.0,1.0,3.0
Synthetic_4,10,1.661798318227132,0.18401466801560964,2.0,2.0,1.0
Synthetic_4,10,1.5990504503250123,0.1590116909940536,2.0,2.0,2.0
Synthetic_4,10,1.5077037811279297,0.20633752967284505,2.0,2.0,3.0
Synthetic_4,10,1.6610836187998455,0.18575758248856514,2.0,3.0,1.0
Synthetic_4,10,1.6027524709701537,0.15934744263075748,2.0,3.0,2.0
Synthetic_4,10,1.5050063451131186,0.21210655127030603,2.0,3.0,3.0
Synthetic_5,10,1.3929567734400432,0.6903060177915055,1.0,1.0,1.0
Synthetic_5,10,1.383242925008138,0.6170636634303652,1.0,1.0,2.0
Synthetic_5,10,1.4049415508906047,0.6105311953057749,1.0,1.0,3.0
Synthetic_5,10,1.5308662414550782,0.5841157545123283,1.0,2.0,1.0
Synthetic_5,10,1.5796738862991333,0.5033486428896475,1.0,2.0,2.0
Synthetic_5,10,1.390243895848592,0.5308250911281622,1.0,2.0,3.0
Synthetic_5,10,1.5227064689000447,0.5865428117454687,1.0,3.0,1.0
Synthetic_5,10,1.5826550245285034,0.5109674773638193,1.0,3.0,2.0
Synthetic_5,10,1.3940522909164428,0.5363844242566458,1.0,3.0,3.0
Synthetic_5,10,1.507623314857483,0.6685595679661859,2.0,1.0,1.0
Synthetic_5,10,1.5254951159159342,0.5935805517235344,2.0,1.0,2.0
Synthetic_5,10,1.519514552752177,0.6043204560440187,2.0,1.0,3.0
Synthetic_5,10,1.6495648860931396,0.6169213989306719,2.0,2.0,1.0
Synthetic_5,10,1.6965308745702108,0.5156796767294423,2.0,2.0,2.0
Synthetic_5,10,1.502523136138916,0.5757252011377808,2.0,2.0,3.0
Synthetic_5,10,1.6519208192825316,0.6119355803569237,2.0,3.0,1.0
Synthetic_5,10,1.7084592262903848,0.5134344713864395,2.0,3.0,2.0
Synthetic_5,10,1.5011821428934733,0.5759087765767285,2.0,3.0,3.0
